name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Andover MA,2020-11-24T21:00:00,28.3,20,14.9,56.84,0,,,0,0,,8.6,38,1031.8,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-24T22:00:00,28.2,22.2,14,54.66,0,,,0,0,,5.4,38,1032.2,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-24T23:00:00,26.1,20.1,14.1,60.22,0,,,0,0,,5,24,1032.8,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T00:00:00,26,22.2,14.3,60.61,0,,,0,0,,3.3,2,1032.7,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T01:00:00,25,19.6,15.2,65.86,0,,,0,0,,4.4,33,1032.6,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T02:00:00,24.1,18.5,16.1,70.93,0,,,0,0,,4.4,10,1033,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T03:00:00,25.1,19.4,18,73.9,0,,,0,0,,4.6,10,1032.6,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T04:00:00,26.3,26.3,17.5,68.87,0,,,0,0,,0.5,358,1032.8,89.8,9.9,,,0,,Partially cloudy,partly-cloudy-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T05:00:00,27.2,23.6,18.3,68.97,0,,,0,0,,3.1,6,1032.5,90.8,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T06:00:00,27.3,27.3,18.5,69.09,0,,,0,0,,0.5,345,1032.5,100,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T07:00:00,28.3,28.3,19.5,69.21,0,,,0,0,,0.3,353,1032.4,100,9.9,7,0,0,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T08:00:00,29.2,29.2,19.6,66.88,0,,,0,0,,0,0,1031.8,100,9.9,28,0.1,0,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T09:00:00,30.4,30.4,21.3,68.69,0,,,0,0,,0.5,354,1031.7,100,9.9,50,0.2,1,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T10:00:00,32.4,32.4,22.3,66.09,0,,,0,0,,0,0,1030.8,100,9.9,62,0.2,1,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T11:00:00,34.5,31.9,26.2,71.47,0,,,0,0,,3.2,68,1029.4,99.3,9.9,171,0.6,2,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T12:00:00,39.5,39.5,30.9,71.15,0,,,0,0,,1.4,16,1028.3,99.3,9.9,143,0.5,1,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T13:00:00,41.5,38.2,30.5,64.66,0,,,0,0,,5,308,1026.9,56.4,9.9,123,0.4,1,,Partially cloudy,partly-cloudy-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T14:00:00,40.9,40.9,30.8,67.07,0,,,0,0,,0.9,33,1026.2,50,9.9,89,0.3,1,,Partially cloudy,partly-cloudy-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T15:00:00,41,41,30.4,65.53,0,,,0,0,,0.6,28,1025.5,1.7,9.9,58,0.2,1,,Clear,clear-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T16:00:00,40.8,39.1,31.2,68.46,0,,,0,0,,3.1,314,1025.5,100,9.9,15,0.1,0,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T17:00:00,39.6,37.2,30.6,69.92,0,,,0,0,,3.6,348,1025.3,87.5,9.9,,,0,,Partially cloudy,partly-cloudy-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T18:00:00,38.3,38.3,30.2,72.38,0,,,0,0,,0.6,354,1025.1,81.2,9.9,,,0,,Partially cloudy,partly-cloudy-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T19:00:00,38.3,36.2,30,71.9,0,,,0,0,,3.3,7,1024.9,38.4,9.9,,,0,,Partially cloudy,partly-cloudy-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T20:00:00,38.1,38.1,29.3,70.1,0,,,0,0,,0.8,352,1024.8,58.2,9.9,,,0,,Partially cloudy,partly-cloudy-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T21:00:00,37.3,35.2,29.4,72.98,0,,,0,0,,3.1,348,1024.6,100,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T22:00:00,37.2,37.2,30.3,75.72,0,,,0,0,,0,0,1024.6,98.2,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-25T23:00:00,37.3,37.3,30.9,77.58,0,,,0,0,,0,0,1024.4,100,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T00:00:00,38.1,38.1,30.9,75.32,0,,,0,0,,0,0,1024,100,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T01:00:00,38.1,35.2,32.2,78.96,0,,,0,0,,3.9,27,1023.3,99.3,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T02:00:00,38.1,38.1,32.3,79.43,0,,,0,0,,2.8,9,1023.2,98.9,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T03:00:00,38.2,38.2,34.2,85.24,0,,,0,0,,0,0,1023,100,9.7,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T04:00:00,37.5,34,36.1,94.8,0.04,,,0,0,,4.4,48,1022.6,100,4.5,,,0,,"Rain, Overcast",rain,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T05:00:00,38.4,34.4,37.4,96.21,0.06,,,0,0,,5.2,44,1021.8,100,6.4,,,0,,"Rain, Overcast",rain,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T06:00:00,40.1,40.1,39.1,96.33,0.03,,,0,0,,2.8,55,1021,100,5.1,,,0,,"Rain, Overcast",rain,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T07:00:00,41.7,38.7,40.5,95.31,0.01,,,0,0,,4.8,82,1020.1,100,4.4,,,0,,"Rain, Overcast",rain,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T08:00:00,42,42,41.7,98.77,0.02,,,0,0,,1.3,18,1020.1,100,1.1,5,0,0,,"Rain, Overcast",rain,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T09:00:00,43.7,43.7,42.8,96.61,0.08,,,0,0,,1,40,1019.7,100,2.5,16,0.1,0,,"Rain, Overcast",rain,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T10:00:00,45,41.1,44.4,97.85,0.04,,,0,0,,7,269,1018.2,100,1.4,42,0.2,0,,"Rain, Overcast",rain,"KLWM,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T11:00:00,46.2,46.2,45.2,96.26,0.01,,,0,0,,1.2,24,1017.6,95.5,2.8,73,0.3,1,,"Rain, Overcast",rain,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T12:00:00,47.2,47.2,46,95.51,0.05,,,0,0,,1,30,1016.4,100,1.5,60,0.2,1,,"Rain, Overcast",rain,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T13:00:00,48.9,48.9,47.9,96.47,0.07,,,0,0,,1.1,24,1015,98.9,2.2,57,0.2,1,,"Rain, Overcast",rain,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T14:00:00,48.5,47.1,47.4,95.89,0.01,,,0,0,,4,3,1014.5,100,5,43,0.2,0,,"Rain, Overcast",rain,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T15:00:00,48.4,46.9,47.2,95.68,0,,,0,0,,4.1,299,1014.6,100,2,34,0.1,0,,Overcast,cloudy,"F5795,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T16:00:00,48.3,45.2,47.2,96.05,0,,,0,0,,6.8,287,1014.6,98.9,4.2,7,0,0,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T17:00:00,47.3,45.1,45.3,92.74,0,,,0,0,,5,340,1015,98.9,8.3,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T18:00:00,45.6,44.1,44.6,96.2,0,,,0,0,,3.6,23,1015,100,6.1,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T19:00:00,44.4,40,44.3,99.54,0,,,0,0,,7.9,304,1015.7,45.9,0.6,,,0,,Partially cloudy,fog,"KLWM,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T20:00:00,44.3,44.3,44.1,99.32,0.03,,,0,0,,1.1,348,1015.8,100,3.2,,,0,,"Rain, Overcast",rain,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T21:00:00,43.4,43.4,42.4,96.51,0,,,0,0,,0.7,343,1016,100,6.1,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T22:00:00,42.6,42.6,41.4,95.43,0,,,0,0,,0.6,354,1016.1,96.5,4.4,,,0,,Overcast,cloudy,"KLWM,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-26T23:00:00,41.7,41.7,41.4,99.01,0,,,0,0,,2.8,250,1016.4,0,0,,,0,,Clear,clear-night,"72505914702,74490494723,72508854733"
Andover MA,2020-11-27T00:00:00,41.5,41.5,41.4,99.41,0,,,0,0,,0.3,300,1016.3,0,0.1,,,0,,Clear,fog,"72505914702,74490494723,72508854733"
Andover MA,2020-11-27T01:00:00,41.3,39.7,41.2,99.47,0,,,0,0,,3.1,248,1016.5,47.6,0,,,0,,Partially cloudy,partly-cloudy-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T02:00:00,41.1,41.1,40.9,99.4,0,,,0,0,,0.5,345,1016.7,47.6,0,,,0,,Partially cloudy,partly-cloudy-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T03:00:00,39.9,36.8,39,96.56,0,,,0,0,,4.4,236,1016.9,47.6,0,,,0,,Partially cloudy,partly-cloudy-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T04:00:00,38.9,36.9,38.9,99.77,0,,,0,0,,3.3,284,1017,47.6,0,,,0,,Partially cloudy,partly-cloudy-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T05:00:00,38.1,36,37.9,99.2,0,,,0,0,,3.1,251,1017.1,47.6,0.1,,,0,,Partially cloudy,fog,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T06:00:00,37.2,37.2,36.9,98.89,0,,,0,0,,2.8,214,1017,42.2,0.2,,,0,,Partially cloudy,fog,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T07:00:00,37,34.6,35.9,95.7,0,,,0,0,,3.3,153,1017.3,45,9.5,8,0,0,,Partially cloudy,partly-cloudy-day,"KLWM,KBED,F5795,KBVY,74490494723,72508854733"
Andover MA,2020-11-27T08:00:00,38.2,38.2,37.4,96.86,0,,,0,0,,2.8,214,1017.6,3.3,9.9,36,0.1,0,,Clear,clear-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T09:00:00,42.7,40.2,40.3,91.42,0,,,0,0,,4.3,219,1018.1,89,9.9,156,0.6,2,,Partially cloudy,partly-cloudy-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T10:00:00,45.5,43.5,43.5,92.51,0,,,0,0,,4.3,250,1017.8,100,9.9,117,0.4,1,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T11:00:00,48.4,46.3,44.5,86.47,0,,,0,0,,5.1,229,1017.1,99.3,9.9,126,0.5,1,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T12:00:00,50.5,50.5,46.4,85.77,0,,,0,0,,0.7,341,1016.2,100,9.9,126,0.5,1,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T13:00:00,51.7,51.7,47.2,84.74,0,,,0,0,,4.2,220,1015.8,100,9.9,108,0.4,1,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T14:00:00,52.4,52.4,47.1,81.97,0,,,0,0,,0.7,334,1015.3,100,9.9,68,0.2,1,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T15:00:00,51.6,51.6,47.1,84.82,0,,,0,0,,5.4,229,1015.5,100,9.9,33,0.1,0,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T16:00:00,51.4,51.4,47.1,85.11,0,,,0,0,,0.5,322,1015.5,100,9.9,11,0,0,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T17:00:00,50.3,50.3,47,88.55,0,,,0,0,,3,204,1015.6,100,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T18:00:00,50,50,47.6,91.44,0,,,0,0,,0.3,351,1015.6,100,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T19:00:00,50,50,45.1,83.4,0,,,0,0,,0.5,351,1015.5,100,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T20:00:00,48.8,48.8,42.7,79.42,0,,,0,0,,0.3,351,1015.2,100,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T21:00:00,47.3,47.3,43.4,86.12,0,,,0,0,,0,0,1015.2,100,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T22:00:00,47.1,47.1,43.3,86.77,0,,,0,0,,0.3,354,1015,100,9.7,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-27T23:00:00,46.1,46.1,42.4,86.94,0,,,0,0,,0,0,1014.7,100,9.4,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T00:00:00,46.1,45.1,40.2,79.7,0,,,0,0,,3.1,314,1014.3,100,9.3,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T01:00:00,44.9,44.9,41.1,86.6,0,,,0,0,,0,0,1014,100,9.4,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T02:00:00,45,45,40.8,85.22,0,,,0,0,,0.3,351,1014,100,9.3,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T03:00:00,44.1,44.1,40.7,87.66,0,,,0,0,,0.3,349,1013.6,100,9.4,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T04:00:00,42.4,41,39.8,90.36,0,,,0,0,,3.1,199,1013.6,100,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T05:00:00,42.9,42.9,39.7,88.41,0,,,0,0,,2.8,164,1013.5,100,9.3,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T06:00:00,42.9,42.9,39.7,88.41,0,,,0,0,,2.8,232,1013.6,100,9.7,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T07:00:00,41.2,41.2,39,91.79,0,,,0,0,,0,0,1013.6,100,9.6,7,0,0,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T08:00:00,43.2,41.8,39.9,88.09,0,,,0,0,,3.1,233,1014.2,100,9.9,24,0.1,0,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T09:00:00,45.2,44.1,40,81.98,0,,,0,0,,3.1,240,1013.9,100,9.9,,,0,,Overcast,cloudy,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T10:00:00,46.5,44.1,39.8,77.56,0,,,0,0,,5,244,1013.7,100,9.9,142,0.5,1,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T11:00:00,48.3,45.5,39.8,72.47,0,,,0,0,,6.1,236,1013,99.3,9.9,175,0.6,2,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T12:00:00,51.2,51.2,39.6,64.32,0,,,0,0,,7,252,1012.5,90.8,9.9,345,1.2,3,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T13:00:00,51.5,51.5,37.1,57.74,0,,,0,0,,11.5,263,1012.2,98.2,9.9,196,0.7,2,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T14:00:00,51.5,51.5,37.1,57.64,0,,,0,0,,7.5,262,1012,90.1,9.9,194,0.7,2,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T15:00:00,51.4,51.4,33.7,50.64,0,,,0,0,20.8,9.7,278,1012.2,90.1,9.9,74,0.3,1,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T16:00:00,47.8,43,33.5,57.5,0,,,0,0,19.7,11,264,1013.1,90.1,9.9,26,0.1,0,,Overcast,cloudy,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T17:00:00,46.4,43.5,34,61.9,0,,,0,0,,5.7,280,1014,14.6,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T18:00:00,44.2,40.9,33.9,66.87,0,,,0,0,,5.9,273,1014.6,2.7,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T19:00:00,43.2,39.5,33,67.09,0,,,0,0,,6,274,1015.1,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T20:00:00,38.6,35.5,31.9,76.62,0,,,0,0,,4.2,229,1015.4,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T21:00:00,36.3,36.3,30.8,80.42,0,,,0,0,,0.7,331,1015.9,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T22:00:00,36.3,32,30.7,80.05,0,,,0,0,,5.1,236,1016.3,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-28T23:00:00,37.1,33.3,29.9,74.94,0,,,0,0,,4.8,219,1016.5,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T00:00:00,35.3,32,29.1,78.03,0,,,0,0,,3.9,220,1016.8,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T01:00:00,34.4,29.4,29.1,80.51,0,,,0,0,,5.7,226,1016.9,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T02:00:00,34.5,31.5,29,80.22,0,,,0,0,,3.5,201,1017.3,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T03:00:00,33.3,29.4,29,83.98,0,,,0,0,,4.2,210,1017.6,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T04:00:00,34,31.4,28.8,81.03,0,,,0,0,,3.1,216,1017.8,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T05:00:00,32.2,28.7,28,84.31,0,,,0,0,,3.6,209,1018.2,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T06:00:00,31.3,27.6,28.1,87.51,0,,,0,0,,3.8,200,1018.7,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T07:00:00,32.2,27.6,27.8,83.69,0,,,0,0,,4.7,218,1019.2,0,9.9,8,0,0,,Clear,clear-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T08:00:00,34.4,29.3,28.1,77.51,0,,,0,0,,5.8,218,1019.5,0,9.9,32,0.1,0,,Clear,clear-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T09:00:00,40.1,36.5,29.8,66.19,0,,,0,0,,5.2,235,1020,0,9.9,137,0.5,1,,Clear,clear-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T10:00:00,44.2,40.2,29.7,56.52,0,,,0,0,,7,238,1020.1,0,9.9,318,1.1,3,,Clear,clear-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T11:00:00,46.4,43.2,29.9,52.27,0,,,0,0,,6.4,249,1019.6,0,9.9,395,1.4,4,,Clear,clear-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T12:00:00,48.3,44.6,29.8,48.71,0,,,0,0,,8,249,1019,0,9.9,409,1.5,4,,Clear,clear-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T13:00:00,51.2,51.2,30.6,45.08,0,,,0,0,,10,247,1018.7,0,9.9,371,1.3,4,,Clear,clear-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T14:00:00,51.3,51.3,29.9,43.54,0,,,0,0,,8.1,247,1018.7,0,9.9,287,1,3,,Clear,clear-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T15:00:00,52.1,52.1,28.9,40.77,0,,,0,0,,9.5,237,1018.5,0,9.9,156,0.6,2,,Clear,clear-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T16:00:00,50.9,50.9,29,42.72,0,,,0,0,,6.9,209,1018.8,0,9.9,26,0.1,0,,Clear,clear-day,"KLWM,KBED,F5795,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T17:00:00,47.6,46.7,28.9,48.17,0,,,0,0,,3.3,132,1019.6,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T18:00:00,45.7,45.7,28.9,51.82,0,,,0,0,,2.8,205,1019.9,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T19:00:00,39.8,37.9,28.9,64.8,0,,,0,0,,3.3,189,1020.5,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T20:00:00,41.6,39.7,29,60.64,0,,,0,0,,3.4,205,1020.7,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T21:00:00,39,37,29.1,67.37,0,,,0,0,,3.1,154,1019.4,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T22:00:00,38,38,29.1,69.93,0,,,0,0,,2.8,214,1019.4,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-29T23:00:00,36.9,34.7,29.1,73,0,,,0,0,,3.1,238,1020.1,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-30T00:00:00,35.9,35.9,29.2,76.32,0,,,0,0,,2.8,205,1020.2,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-30T01:00:00,36.6,36.6,30,76.82,0,,,0,0,,0,0,1020.1,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
Andover MA,2020-11-30T02:00:00,33.9,33.9,29.1,82.68,0,,,0,0,,0,0,1020.1,0,9.9,,,0,,Clear,clear-night,"KLWM,KBED,KBVY,72505914702,74490494723,72508854733"
